change_id,week,change_type,component_area,synthetic_component_id,branch_type,validation_level,environment_profile,files_changed,lines_added,lines_deleted,modules_touched,author_experience_months,prior_failures_90d,historical_failure_rate,pipeline_duration_min,coverage_delta_pct,tests_impacted_count,critical_files_touched,documentation_refs_count,open_defects_linked,release_pressure_score,reviewer_count,validation_gap_count,readiness_score,recommended_validation_scope,failure_category,high_risk_change
CHG-02098,18,configuration,functional_area_g,CMP-001,development,integrated_checks,profile_extended,10,171,40,1,52.1,1,0.095,53.7,2.74,47,0,1.0,2,39.7,3,2,70.0,expanded_validation,none,0
CHG-02099,16,bugfix,functional_area_g,CMP-001,development,integrated_checks,profile_distributed,7,94,56,2,16.7,0,0.101,66.9,,48,1,0.0,0,73.1,1,1,55.7,broad_validation,none,0
CHG-02100,5,feature,functional_area_a,CMP-107,hotfix,broad_regression_checks,profile_standard,12,290,139,3,34.4,2,0.191,39.7,0.84,29,0,4.0,0,100.0,3,0,56.9,broad_validation,validation_issue,1
CHG-02101,19,dependency,functional_area_g,CMP-001,development,component_checks,profile_standard,8,120,231,1,30.2,1,0.397,29.6,,8,0,3.0,1,52.2,2,0,78.4,focused_validation,none,0
CHG-02102,14,bugfix,functional_area_a,CMP-001,development,basic_checks,profile_distributed,13,191,111,2,29.4,0,0.154,45.0,,51,0,1.0,0,24.7,1,2,70.5,expanded_validation,none,0
CHG-02103,4,bugfix,functional_area_a,CMP-039,release_candidate,basic_checks,profile_distributed,57,492,369,6,16.0,1,0.217,51.8,2.08,315,0,1.0,2,76.5,2,1,47.4,broad_validation,insufficient_evidence,1
CHG-02104,3,dependency,functional_area_f,CMP-002,release_candidate,integrated_checks,profile_dependency,11,165,180,1,59.1,0,0.139,32.3,2.74,42,0,2.0,1,65.8,2,2,61.8,broad_validation,none,0
CHG-02105,18,refactor,functional_area_d,CMP-002,release_candidate,broad_regression_checks,profile_standard,5,82,82,1,59.1,1,0.152,9.2,3.77,13,0,2.0,0,74.7,1,0,65.3,expanded_validation,none,0
CHG-02106,6,feature,functional_area_c,CMP-018,development,broad_regression_checks,profile_dependency,11,155,88,2,29.0,0,0.512,43.1,,72,0,0.0,0,51.5,3,3,41.8,readiness_review,none,0
CHG-02107,16,feature,functional_area_g,CMP-004,development,integrated_checks,profile_distributed,10,149,73,1,49.2,0,0.089,87.9,1.52,593,0,1.0,0,67.3,3,0,84.8,focused_validation,none,0
CHG-02108,3,feature,functional_area_g,CMP-045,release_candidate,basic_checks,profile_extended,6,133,60,1,,1,0.411,24.9,-4.51,20,0,2.0,2,52.6,3,3,35.8,readiness_review,insufficient_evidence,1
CHG-02109,6,configuration,functional_area_a,CMP-015,development,basic_checks,profile_standard,6,145,99,2,52.5,2,0.191,40.8,0.46,30,0,0.0,1,58.8,1,2,66.2,expanded_validation,none,0
CHG-02110,6,feature,functional_area_e,CMP-002,development,broad_regression_checks,profile_standard,7,234,29,1,16.5,2,0.381,20.4,4.46,20,1,,0,57.2,1,0,77.8,expanded_validation,none,0
CHG-02111,6,dependency,functional_area_f,CMP-012,development,integrated_checks,profile_standard,6,172,63,1,14.7,1,0.175,28.0,,14,0,2.0,1,58.5,1,1,64.2,expanded_validation,none,0
CHG-02112,14,dependency,functional_area_d,CMP-054,development,broad_regression_checks,profile_standard,11,77,101,3,32.9,2,0.143,40.6,,62,1,2.0,0,64.6,1,1,32.2,readiness_review,quality_regression,1
CHG-02113,19,configuration,functional_area_h,CMP-003,hotfix,basic_checks,profile_standard,110,1706,605,11,81.0,3,0.187,89.3,-2.53,581,1,0.0,1,84.8,4,2,13.3,readiness_review,validation_issue,1
CHG-02114,19,configuration,functional_area_e,CMP-025,release_candidate,component_checks,profile_dependency,14,296,115,2,13.9,1,0.344,49.9,-1.22,45,0,0.0,0,45.9,1,3,44.0,readiness_review,quality_regression,1
CHG-02115,15,bugfix,functional_area_a,CMP-004,development,broad_regression_checks,profile_standard,7,110,71,2,8.7,1,0.239,31.4,2.01,52,0,0.0,1,64.8,1,0,83.5,focused_validation,none,0
CHG-02116,5,feature,functional_area_b,CMP-009,hotfix,basic_checks,profile_dependency,10,70,82,3,52.0,0,0.335,51.6,1.07,56,0,0.0,3,73.0,2,4,39.4,readiness_review,insufficient_evidence,1
CHG-02117,20,refactor,functional_area_g,CMP-025,development,basic_checks,profile_standard,10,242,59,1,,2,0.249,25.4,,38,0,0.0,0,49.0,3,1,42.0,readiness_review,none,0
CHG-02118,11,feature,functional_area_h,CMP-001,development,integrated_checks,profile_distributed,7,103,84,2,36.2,3,0.377,47.0,,31,0,1.0,2,56.6,3,1,51.0,broad_validation,quality_regression,1
CHG-02119,11,feature,functional_area_a,CMP-005,development,integrated_checks,profile_standard,8,88,76,2,24.7,1,0.103,26.7,-0.35,16,0,3.0,1,55.9,1,0,81.2,focused_validation,none,0
CHG-02120,15,bugfix,functional_area_a,CMP-001,release_candidate,readiness_review,profile_extended,9,211,29,2,42.9,2,0.162,42.2,,42,0,4.0,0,65.6,3,3,51.3,broad_validation,validation_issue,1
CHG-02121,16,feature,functional_area_f,CMP-024,development,broad_regression_checks,profile_extended,5,83,50,1,49.3,0,0.132,21.4,0.95,7,0,3.0,1,23.9,3,0,95.9,focused_validation,none,0
CHG-02122,20,bugfix,functional_area_a,CMP-012,development,broad_regression_checks,profile_dependency,13,260,133,2,11.6,0,0.043,23.4,0.74,59,0,1.0,1,54.3,3,1,67.2,expanded_validation,none,0
CHG-02123,12,refactor,functional_area_a,CMP-003,release_candidate,basic_checks,profile_standard,7,114,32,1,10.0,4,0.367,41.4,-5.89,46,0,3.0,0,60.8,2,3,15.4,readiness_review,quality_regression,1
CHG-02124,13,test,functional_area_g,CMP-001,development,integrated_checks,profile_standard,5,81,100,1,15.1,1,0.256,40.3,-1.03,8,0,1.0,0,57.6,1,2,64.2,expanded_validation,none,0
CHG-02125,15,configuration,functional_area_f,CMP-077,hotfix,broad_regression_checks,profile_dependency,15,137,150,2,20.1,2,0.316,42.1,-2.68,74,0,2.0,2,69.2,3,3,37.1,readiness_review,quality_regression,1
CHG-02126,6,test,functional_area_g,CMP-003,development,component_checks,profile_standard,10,182,104,2,27.5,2,0.266,20.1,0.28,34,0,2.0,0,86.1,3,0,68.0,expanded_validation,none,0
CHG-02127,7,bugfix,functional_area_e,CMP-002,development,readiness_review,profile_extended,6,155,36,2,33.4,1,0.051,33.6,1.14,23,0,1.0,0,48.8,1,3,62.7,expanded_validation,validation_issue,0
CHG-02128,13,test,functional_area_b,CMP-001,release_candidate,integrated_checks,profile_standard,16,142,105,3,45.2,1,0.274,46.1,,64,0,1.0,0,39.6,3,2,51.2,broad_validation,none,0
CHG-02129,2,configuration,functional_area_g,CMP-010,development,basic_checks,profile_standard,15,182,171,2,20.0,1,0.144,44.5,-3.34,45,0,1.0,0,50.4,2,1,54.2,broad_validation,none,0
CHG-02130,7,feature,functional_area_b,CMP-002,development,integrated_checks,profile_extended,8,2214,931,2,50.6,3,0.172,42.2,3.21,39,0,2.0,1,44.9,3,0,69.7,expanded_validation,none,0
CHG-02131,15,dependency,functional_area_b,CMP-047,development,integrated_checks,profile_extended,8,171,87,2,33.8,0,0.199,51.3,-2.2,49,0,3.0,0,55.3,2,2,61.0,broad_validation,none,0
CHG-02132,20,bugfix,functional_area_g,CMP-019,release_candidate,basic_checks,profile_extended,8,185,109,2,37.3,0,0.306,26.0,-1.57,31,0,2.0,0,56.8,2,2,54.6,broad_validation,none,0
CHG-02133,11,feature,functional_area_e,CMP-001,release_candidate,component_checks,profile_standard,10,89,102,3,11.6,1,0.548,32.6,-4.55,24,0,1.0,1,74.1,4,0,53.3,broad_validation,none,0
CHG-02134,8,feature,functional_area_g,CMP-010,release_candidate,broad_regression_checks,profile_distributed,5,211,40,1,17.2,0,0.164,29.7,1.39,23,1,1.0,0,63.8,5,0,73.3,expanded_validation,none,0
CHG-02135,9,bugfix,functional_area_a,CMP-002,development,basic_checks,profile_dependency,7,60,162,2,23.8,2,0.369,38.7,-0.43,59,0,2.0,0,57.7,2,3,48.4,broad_validation,insufficient_evidence,1
CHG-02136,14,bugfix,functional_area_h,CMP-001,development,component_checks,profile_standard,11,106,54,2,132.1,0,0.343,21.3,0.82,28,0,0.0,0,75.6,7,2,69.4,expanded_validation,none,0
CHG-02137,11,configuration,functional_area_e,CMP-013,development,integrated_checks,profile_standard,8,141,120,1,50.0,1,0.213,26.4,,50,0,,0,53.1,4,0,78.5,focused_validation,none,0
CHG-02138,1,test,functional_area_e,CMP-001,development,broad_regression_checks,profile_standard,6,134,70,1,28.5,0,0.055,61.4,1.29,1,0,3.0,1,30.7,2,2,91.4,focused_validation,none,0
CHG-02139,11,bugfix,functional_area_g,CMP-066,release_candidate,integrated_checks,profile_distributed,12,129,66,2,21.1,1,0.102,35.6,,58,0,2.0,0,56.3,1,0,69.2,expanded_validation,none,0
CHG-02140,9,configuration,functional_area_c,CMP-010,development,readiness_review,profile_standard,13,180,70,3,83.3,2,0.229,35.9,,53,0,,1,30.0,1,2,48.3,broad_validation,validation_issue,1
CHG-02141,15,bugfix,functional_area_f,CMP-002,development,readiness_review,profile_extended,8,117,127,1,,1,0.15,20.6,1.12,34,0,1.0,1,42.6,1,0,76.4,expanded_validation,none,0
CHG-02142,18,test,functional_area_e,CMP-106,development,integrated_checks,profile_standard,6,210,90,1,17.6,1,0.045,38.1,-3.42,44,0,0.0,0,0.0,2,0,71.8,expanded_validation,none,0
CHG-02143,20,feature,functional_area_f,CMP-009,development,basic_checks,profile_extended,68,738,409,12,14.7,3,0.078,94.9,-0.48,275,0,0.0,0,65.4,1,3,18.9,readiness_review,quality_regression,1
CHG-02144,13,feature,functional_area_g,CMP-001,development,broad_regression_checks,profile_distributed,6,142,37,2,41.2,1,0.189,46.5,2.3,61,0,2.0,1,28.2,1,2,67.8,expanded_validation,insufficient_evidence,0
CHG-02145,8,configuration,functional_area_e,CMP-008,development,component_checks,profile_standard,10,175,225,2,28.3,0,0.327,23.0,-2.82,14,0,3.0,1,63.5,3,2,59.4,broad_validation,none,0
CHG-02146,9,refactor,functional_area_a,CMP-094,development,broad_regression_checks,profile_standard,9,153,102,2,56.6,2,0.114,27.4,-2.09,66,0,,1,41.7,1,1,59.6,broad_validation,,0
CHG-02147,4,test,functional_area_b,CMP-005,development,integrated_checks,profile_standard,10,88,141,2,13.7,0,0.357,24.9,-0.01,27,0,0.0,0,47.7,4,2,67.3,expanded_validation,none,0
CHG-02148,19,configuration,functional_area_h,CMP-005,development,component_checks,profile_standard,8,263,29,2,51.0,0,0.108,78.6,-0.34,67,0,3.0,0,78.0,4,2,69.1,expanded_validation,none,0
CHG-02149,17,test,functional_area_h,CMP-006,release_candidate,integrated_checks,profile_standard,11,139,124,2,53.6,1,0.123,34.6,-3.28,58,0,2.0,0,59.0,3,0,64.9,expanded_validation,none,0
CHG-02150,18,bugfix,functional_area_h,CMP-002,development,integrated_checks,profile_distributed,11,145,155,2,63.8,1,0.15,47.7,-1.9,27,0,1.0,0,36.4,1,3,64.2,expanded_validation,none,0
CHG-02151,7,feature,functional_area_a,CMP-001,development,readiness_review,profile_standard,13,2547,2707,2,19.0,0,0.474,42.5,-2.07,83,0,1.0,0,44.0,1,1,72.6,expanded_validation,none,0
CHG-02152,7,feature,functional_area_c,CMP-011,development,basic_checks,profile_standard,9,224,82,1,51.1,1,0.104,42.6,,48,0,1.0,1,32.1,2,2,66.4,expanded_validation,none,0
CHG-02153,18,feature,functional_area_f,CMP-064,development,readiness_review,profile_standard,9,120,196,3,,0,0.358,23.1,4.25,46,0,,2,65.6,2,0,72.8,expanded_validation,none,0
CHG-02154,11,bugfix,functional_area_f,CMP-025,release_candidate,basic_checks,profile_standard,12,113,121,2,16.1,0,0.132,35.9,-0.36,52,1,1.0,1,72.8,2,4,23.1,readiness_review,execution_context_issue,1
CHG-02155,15,configuration,functional_area_a,CMP-001,development,broad_regression_checks,profile_dependency,8,166,99,2,28.8,2,0.454,22.9,-2.7,40,0,4.0,1,47.2,3,1,65.4,expanded_validation,,0
CHG-02156,10,bugfix,functional_area_e,CMP-004,hotfix,broad_regression_checks,profile_standard,13,192,102,2,6.5,0,0.24,35.8,0.26,37,0,0.0,2,82.3,1,2,65.1,expanded_validation,quality_regression,1
CHG-02157,9,configuration,functional_area_a,CMP-001,release_candidate,component_checks,profile_standard,8,165,122,1,37.2,2,0.098,24.4,,10,0,0.0,0,73.6,2,1,57.1,broad_validation,none,0
CHG-02158,13,bugfix,functional_area_d,CMP-003,development,basic_checks,profile_standard,6,223,145,1,29.5,0,0.207,30.8,3.18,37,0,5.0,1,47.6,3,2,70.8,expanded_validation,none,0
CHG-02159,17,refactor,functional_area_b,CMP-017,development,broad_regression_checks,profile_dependency,10,149,125,2,10.9,2,0.103,33.8,-1.23,38,0,2.0,0,55.9,3,1,66.2,expanded_validation,none,0
CHG-02160,7,refactor,functional_area_a,CMP-002,development,broad_regression_checks,profile_distributed,11,149,187,2,37.8,2,0.248,23.2,-0.91,67,0,2.0,1,48.2,2,1,74.3,expanded_validation,none,0
CHG-02161,17,bugfix,functional_area_a,CMP-046,development,component_checks,profile_standard,12,70,157,2,49.4,0,0.086,26.9,2.29,48,0,4.0,0,41.4,5,2,82.7,focused_validation,none,0
CHG-02162,5,bugfix,functional_area_g,CMP-006,development,integrated_checks,profile_extended,51,222,215,11,27.4,1,0.241,62.5,-2.93,154,0,1.0,0,11.1,2,1,34.8,readiness_review,insufficient_evidence,1
CHG-02163,9,configuration,functional_area_f,CMP-017,development,broad_regression_checks,profile_distributed,8,136,102,2,22.6,0,0.066,48.9,,31,0,1.0,1,47.4,2,0,70.6,expanded_validation,none,0
CHG-02164,19,configuration,functional_area_g,CMP-060,development,basic_checks,profile_distributed,8,81,84,1,42.0,2,0.309,57.1,0.53,36,0,4.0,1,51.7,1,1,66.1,expanded_validation,none,0
CHG-02165,20,bugfix,functional_area_c,CMP-019,development,integrated_checks,profile_standard,8,183,46,1,68.6,0,0.154,29.2,0.28,34,1,3.0,0,29.5,3,1,79.9,focused_validation,none,0
CHG-02166,19,bugfix,functional_area_c,CMP-065,development,component_checks,profile_distributed,8,76,101,2,26.5,1,0.343,97.1,-3.13,612,0,3.0,1,65.3,1,0,65.5,expanded_validation,none,0
CHG-02167,7,refactor,functional_area_c,CMP-038,release_candidate,basic_checks,profile_extended,11,139,35,1,88.4,2,0.392,48.1,-4.95,35,0,1.0,0,60.2,4,1,51.9,broad_validation,none,0
CHG-02168,17,refactor,functional_area_e,CMP-010,hotfix,broad_regression_checks,profile_standard,4,163,23,1,58.9,0,0.153,15.8,0.72,2,0,0.0,2,76.5,1,1,63.2,expanded_validation,insufficient_evidence,0
CHG-02169,19,feature,functional_area_c,CMP-002,development,component_checks,profile_standard,7,107,141,1,23.3,2,0.469,26.8,0.65,8,0,1.0,0,56.1,3,1,73.7,expanded_validation,none,0
CHG-02170,20,bugfix,functional_area_f,CMP-002,development,readiness_review,profile_standard,9,114,90,2,17.9,0,0.419,32.6,1.34,24,0,3.0,1,50.0,1,0,82.7,focused_validation,none,0
CHG-02171,1,test,functional_area_f,CMP-057,hotfix,integrated_checks,profile_standard,6,106,49,1,42.9,1,0.123,27.6,2.33,20,0,2.0,2,60.5,4,1,67.8,expanded_validation,execution_context_issue,0
CHG-02172,15,feature,functional_area_g,CMP-001,release_candidate,integrated_checks,profile_standard,10,95,27,2,13.9,1,0.196,42.8,0.26,22,0,1.0,0,52.3,3,0,69.8,expanded_validation,none,0
CHG-02173,20,test,functional_area_b,CMP-084,development,component_checks,profile_distributed,9,159,48,1,13.9,0,0.125,29.5,-0.33,32,0,0.0,1,24.5,1,0,95.6,focused_validation,none,0
CHG-02174,16,feature,functional_area_d,CMP-003,development,component_checks,profile_distributed,11,177,52,2,24.2,0,0.245,23.2,1.54,46,0,2.0,2,75.1,3,1,73.2,expanded_validation,none,0
CHG-02175,5,configuration,functional_area_b,CMP-026,development,broad_regression_checks,profile_standard,7,131,98,2,23.2,1,0.16,29.7,-0.04,18,0,3.0,0,56.8,2,2,69.7,expanded_validation,none,0
CHG-02176,16,bugfix,functional_area_a,CMP-003,release_candidate,integrated_checks,profile_standard,7,92,81,1,78.8,2,0.389,21.4,-3.7,13,1,6.0,0,48.1,4,1,51.8,broad_validation,none,0
CHG-02177,3,feature,functional_area_f,CMP-091,development,broad_regression_checks,profile_extended,5,181,95,1,53.0,2,0.167,45.7,0.49,24,0,2.0,2,60.6,1,1,55.9,broad_validation,insufficient_evidence,1
CHG-02178,10,dependency,functional_area_d,CMP-001,development,component_checks,profile_standard,5,53,97,1,54.2,2,0.187,36.7,1.67,12,0,2.0,1,33.0,1,0,76.0,expanded_validation,none,0
CHG-02179,13,bugfix,functional_area_f,CMP-003,development,component_checks,profile_standard,9,141,44,2,42.0,3,0.177,49.2,,35,0,0.0,0,61.2,5,3,44.1,readiness_review,quality_regression,1
CHG-02180,10,dependency,functional_area_a,CMP-054,development,basic_checks,profile_distributed,3,118,80,1,24.1,3,0.079,39.0,4.07,9,0,0.0,1,58.5,1,1,66.4,expanded_validation,none,0
CHG-02181,14,bugfix,functional_area_h,CMP-002,development,broad_regression_checks,profile_standard,11,120,130,1,27.1,4,0.111,157.2,,915,0,2.0,1,41.2,2,3,41.3,readiness_review,execution_context_issue,1
CHG-02182,5,test,functional_area_h,CMP-002,release_candidate,component_checks,profile_standard,8,205,116,2,39.8,1,0.179,76.4,,26,1,1.0,1,38.2,5,1,71.4,expanded_validation,none,0
CHG-02183,13,dependency,functional_area_c,CMP-065,development,integrated_checks,profile_distributed,8,155,78,1,16.0,1,0.176,22.5,-2.3,5,1,4.0,1,43.6,3,0,67.4,expanded_validation,none,0
CHG-02184,13,configuration,functional_area_g,CMP-044,development,component_checks,profile_extended,8,179,56,2,15.9,2,0.201,29.5,2.04,40,1,2.0,0,53.2,5,0,56.7,broad_validation,none,0
CHG-02185,13,feature,functional_area_b,CMP-001,development,component_checks,profile_standard,50,260,172,6,49.8,1,0.346,48.5,2.42,169,0,,0,26.5,3,1,51.4,broad_validation,insufficient_evidence,1
CHG-02186,6,refactor,functional_area_f,CMP-011,hotfix,integrated_checks,profile_extended,8,161,20,2,44.7,2,0.103,36.5,-2.04,43,0,1.0,1,58.4,3,1,40.9,readiness_review,insufficient_evidence,1
CHG-02187,7,configuration,functional_area_g,CMP-002,development,integrated_checks,profile_dependency,10,228,278,1,15.1,0,0.132,37.9,0.54,49,0,5.0,2,72.4,5,1,71.9,expanded_validation,none,0
CHG-02188,6,dependency,functional_area_f,CMP-002,development,readiness_review,profile_standard,9,259,164,1,14.7,2,0.211,65.5,-1.07,47,0,3.0,2,50.4,3,3,44.0,readiness_review,quality_regression,1
CHG-02189,10,bugfix,functional_area_f,CMP-013,development,basic_checks,profile_extended,8,153,59,2,15.3,1,0.065,60.0,-2.77,33,0,2.0,1,93.9,1,2,48.2,broad_validation,insufficient_evidence,1
CHG-02190,12,bugfix,functional_area_c,CMP-001,release_candidate,integrated_checks,profile_standard,12,243,46,2,49.2,2,0.404,32.5,0.25,42,0,2.0,1,70.5,2,0,62.0,expanded_validation,none,0
CHG-02191,8,feature,functional_area_f,CMP-006,development,basic_checks,profile_standard,8,137,42,1,57.5,3,0.195,43.8,,30,0,1.0,0,48.5,3,1,48.2,broad_validation,none,0
CHG-02192,9,refactor,functional_area_e,CMP-002,release_candidate,broad_regression_checks,profile_standard,9,261,149,1,16.3,1,0.133,13.9,-0.59,11,0,,1,49.2,1,0,80.9,focused_validation,none,0
CHG-02193,6,dependency,functional_area_a,CMP-050,development,integrated_checks,profile_standard,11,212,117,2,34.5,1,0.238,43.3,,62,0,3.0,1,33.3,4,1,67.0,expanded_validation,none,0
CHG-02194,5,feature,functional_area_a,CMP-009,hotfix,component_checks,profile_standard,9,222,117,1,15.8,2,0.256,71.5,1.73,52,1,,2,72.0,3,2,41.4,readiness_review,execution_context_issue,1
CHG-02195,14,refactor,functional_area_f,CMP-002,release_candidate,broad_regression_checks,profile_distributed,9,64,109,1,65.1,2,0.176,6.6,-0.97,4,0,2.0,3,55.9,3,0,68.0,expanded_validation,none,0
CHG-02196,17,dependency,functional_area_e,CMP-077,development,component_checks,profile_standard,8,187,84,1,9.2,1,0.167,44.4,-0.83,41,0,2.0,0,46.4,1,1,91.7,focused_validation,none,0
CHG-02197,6,feature,functional_area_d,CMP-042,development,component_checks,profile_dependency,8,109,66,2,37.2,0,0.252,49.1,-2.81,31,0,3.0,0,54.6,4,2,53.1,broad_validation,none,0
CHG-02198,18,feature,functional_area_g,CMP-002,development,integrated_checks,profile_standard,5,136,276,1,24.0,1,0.329,25.2,2.7,13,0,1.0,1,40.7,3,0,78.2,focused_validation,none,0
CHG-02199,12,refactor,functional_area_e,CMP-095,development,basic_checks,profile_distributed,12,259,124,2,16.2,0,0.07,49.2,-3.52,61,0,1.0,3,65.4,5,2,62.4,expanded_validation,insufficient_evidence,1
CHG-02200,4,refactor,functional_area_c,CMP-002,development,broad_regression_checks,profile_extended,8,142,124,1,11.4,1,0.539,22.6,-3.8,13,0,3.0,1,56.1,2,0,72.1,expanded_validation,none,0
CHG-02201,8,feature,functional_area_c,CMP-002,development,broad_regression_checks,profile_standard,85,1034,313,14,13.9,0,0.53,104.0,-1.17,371,0,0.0,0,42.2,1,1,32.4,readiness_review,execution_context_issue,1
CHG-02202,1,test,functional_area_e,CMP-004,hotfix,broad_regression_checks,profile_extended,9,109,81,2,26.9,1,0.198,63.7,-1.87,85,0,1.0,7,73.4,3,4,31.4,readiness_review,quality_regression,1
CHG-02203,1,configuration,functional_area_f,CMP-001,development,broad_regression_checks,profile_distributed,9,245,61,1,20.1,1,0.115,36.5,1.36,27,0,,0,15.1,4,1,91.7,focused_validation,none,0
CHG-02204,7,dependency,functional_area_d,CMP-019,development,broad_regression_checks,profile_standard,11,168,118,2,33.7,1,0.086,15.3,,12,1,0.0,0,57.9,1,0,68.1,expanded_validation,none,0
CHG-02205,10,test,functional_area_d,CMP-009,development,component_checks,profile_standard,9,158,152,2,81.1,0,0.281,31.5,2.76,51,1,4.0,0,57.6,1,2,58.2,broad_validation,none,0
CHG-02206,16,test,functional_area_f,CMP-064,development,basic_checks,profile_extended,10,177,50,2,51.8,0,0.46,21.6,1.96,44,1,1.0,0,18.8,4,2,71.8,expanded_validation,none,0
CHG-02207,3,configuration,functional_area_f,CMP-002,development,component_checks,profile_extended,150,1201,798,22,49.6,0,0.178,116.9,-4.69,767,0,1.0,2,22.1,3,0,30.3,readiness_review,insufficient_evidence,1
CHG-02208,17,bugfix,functional_area_g,CMP-001,development,readiness_review,profile_standard,7,60,20,2,48.7,1,0.282,39.5,2.4,57,0,0.0,1,46.8,1,1,79.1,focused_validation,none,0
CHG-02209,5,configuration,functional_area_a,CMP-003,development,readiness_review,profile_distributed,10,134,155,2,41.1,1,0.13,38.0,-1.61,44,0,5.0,1,41.6,1,3,53.1,broad_validation,insufficient_evidence,1
CHG-02210,3,feature,functional_area_f,CMP-001,hotfix,broad_regression_checks,profile_standard,9,184,61,1,57.1,0,0.348,23.8,-2.7,15,1,3.0,4,68.9,2,0,49.4,broad_validation,validation_issue,1
CHG-02211,14,refactor,functional_area_d,CMP-087,development,basic_checks,profile_standard,11,281,124,2,22.0,1,0.527,37.0,0.77,46,1,3.0,0,52.7,2,3,40.2,readiness_review,quality_regression,1
CHG-02212,16,feature,functional_area_a,CMP-023,hotfix,basic_checks,profile_extended,6,125,123,2,41.1,1,0.146,23.8,-1.12,27,1,1.0,2,94.3,1,1,32.5,readiness_review,quality_regression,1
CHG-02213,13,configuration,functional_area_e,CMP-036,development,broad_regression_checks,profile_dependency,7,45,209,2,8.7,0,0.206,143.0,-0.66,948,0,1.0,0,46.1,2,2,69.4,expanded_validation,none,0
CHG-02214,3,feature,functional_area_f,CMP-027,development,basic_checks,profile_standard,8,199,97,1,49.1,1,0.245,36.4,1.49,38,0,1.0,1,61.6,2,1,64.7,expanded_validation,none,0
CHG-02215,3,bugfix,functional_area_d,CMP-002,development,integrated_checks,profile_standard,15,250,147,4,33.1,0,0.151,28.4,1.44,81,0,0.0,0,44.3,1,2,62.8,expanded_validation,none,0
CHG-02216,8,feature,functional_area_f,CMP-001,development,component_checks,profile_standard,13,183,71,2,29.9,0,0.298,62.5,,77,0,3.0,1,58.1,1,1,70.5,expanded_validation,none,0
CHG-02217,10,configuration,functional_area_b,CMP-005,release_candidate,component_checks,profile_extended,11,214,99,2,15.1,0,0.13,29.2,0.33,68,0,4.0,0,57.2,4,0,86.3,focused_validation,none,0
CHG-02218,20,test,functional_area_b,CMP-043,development,integrated_checks,profile_standard,11,287,156,1,12.3,1,0.21,28.1,2.04,51,1,1.0,1,30.8,3,1,70.4,expanded_validation,none,0
CHG-02219,6,feature,functional_area_c,CMP-003,development,readiness_review,profile_standard,9,2308,2695,1,23.1,0,0.347,39.9,,21,0,1.0,2,42.0,2,0,81.6,focused_validation,none,0
CHG-02220,4,test,functional_area_c,CMP-001,release_candidate,broad_regression_checks,profile_standard,9,145,104,1,,1,0.24,46.6,-3.77,38,0,3.0,1,69.9,2,0,66.6,expanded_validation,none,0
CHG-02221,19,test,functional_area_e,CMP-016,development,integrated_checks,profile_dependency,13,97,92,2,52.5,1,0.25,75.4,-1.93,45,0,2.0,0,33.3,1,4,49.2,broad_validation,execution_context_issue,1
CHG-02222,4,bugfix,functional_area_g,CMP-001,release_candidate,component_checks,profile_standard,10,1562,720,2,57.2,0,0.241,54.6,-0.94,37,0,1.0,0,65.1,4,1,60.6,broad_validation,none,0
CHG-02223,1,refactor,functional_area_f,CMP-009,development,broad_regression_checks,profile_extended,13,434,105,2,69.1,1,0.261,20.4,-0.35,55,0,4.0,0,57.0,1,0,74.8,expanded_validation,none,0
CHG-02224,9,bugfix,functional_area_a,CMP-001,hotfix,integrated_checks,profile_standard,8,193,111,2,53.4,2,0.146,35.2,5.49,42,0,1.0,4,75.2,2,0,69.7,expanded_validation,compatibility_issue,1
CHG-02225,9,feature,functional_area_c,CMP-007,development,integrated_checks,profile_standard,12,158,186,2,42.7,0,0.059,46.1,,34,0,3.0,0,63.7,1,1,75.0,expanded_validation,none,0
CHG-02226,13,configuration,functional_area_a,CMP-004,development,integrated_checks,profile_standard,12,248,132,2,11.9,1,0.174,48.3,-0.59,69,0,1.0,1,84.4,2,1,60.5,broad_validation,none,0
CHG-02227,18,feature,functional_area_e,CMP-059,release_candidate,component_checks,profile_standard,7,126,143,1,30.0,2,0.255,23.4,-2.36,30,0,1.0,2,43.4,5,2,53.3,broad_validation,execution_context_issue,1
CHG-02228,19,test,functional_area_b,CMP-023,development,basic_checks,profile_standard,10,150,44,1,69.2,0,0.264,95.7,0.05,561,1,2.0,0,45.7,4,3,58.0,broad_validation,none,0
CHG-02229,6,dependency,functional_area_d,CMP-001,hotfix,broad_regression_checks,profile_standard,7,71,85,1,81.2,1,0.16,22.0,1.33,29,0,2.0,1,68.9,6,0,62.8,expanded_validation,none,0
CHG-02230,20,test,functional_area_f,CMP-034,development,integrated_checks,profile_standard,9,164,112,2,11.7,2,0.12,42.7,1.65,29,1,2.0,1,43.8,1,1,59.0,broad_validation,none,0
CHG-02231,13,configuration,functional_area_e,CMP-035,development,basic_checks,profile_standard,7,185,78,1,24.0,0,0.23,29.9,0.5,51,0,,0,70.5,2,1,77.0,expanded_validation,none,0
CHG-02232,2,configuration,functional_area_b,CMP-017,development,component_checks,profile_standard,84,439,676,9,71.6,0,0.182,72.6,-1.63,246,0,1.0,1,71.7,5,3,30.7,readiness_review,compatibility_issue,1
